Gene	log2FC	pvalue	FDR	direction	Symbol
A_19_P00316200	0.0623571428571425	0.2399711727233891	0.6234571163863809	Not Sig	STRN
A_19_P00316202	-0.080285714285714	0.1745431465395361	0.5547009214988281	Not Sig	LOC286149
A_19_P00316219	-0.1111428571428572	0.381574151815274	0.7242683537286259	Not Sig	LOC100507376
A_19_P00316225	-0.0430714285714275	0.8191346454766045	0.9412421776016064	Not Sig	LOC100506924
A_19_P00316238	0.1722142857142854	0.2893161208207966	0.6651278668039751	Not Sig	STMN1
A_19_P00316241	0.0878571428571433	0.6969563465848783	0.8936409257731579	Not Sig	Q9B8G3
A_19_P00316242	0.3580714285714288	0.1796765191421986	0.5600760955792403	Not Sig	Q9B8G3
A_19_P00316284	0.3901428571428589	0.0057758549951046	0.1099690678876376	Up	XLOC_004598
A_19_P00316286	0.0875714285714295	0.1617245809464689	0.5390429393732662	Not Sig	LOC401320
A_19_P00316288	0.0122857142857135	0.910428912057198	0.9745716333998564	Not Sig	IPW
A_19_P00316324	0.0448571428571407	0.7846571306705329	0.9296005996067784	Not Sig	LOC100506810
A_19_P00316325	-0.0525714285714276	0.4398799556401365	0.7581851995139954	Not Sig	LOC92249
A_19_P00316326	-0.0830000000000001	0.0309336216614925	0.2547625522699752	Not Sig	MAP3K13
A_19_P00316333	-0.2058571428571411	0.0048665581960606	0.1004282447275825	Not Sig	LOC100506714
A_19_P00316340	-0.321857142857143	0.4186418063670628	0.7447913222175508	Not Sig	LOC100506860
A_19_P00316341	-0.3192142857142848	0.1043650722531664	0.4533272529976284	Not Sig	LOC100506860
A_19_P00316344	0.1265714285714292	0.2379902435803888	0.6218321415389716	Not Sig	Q8E8P5
A_19_P00316349	-0.1495714285714282	0.1789585517982761	0.5591546205114428	Not Sig	XLOC_012034
A_19_P00316361	-0.4289285714285711	0.1152998047921722	0.4725884926550369	Not Sig	XLOC_004018
A_19_P00316370	0.1918571428571431	0.5481124532344643	0.8190578019070778	Not Sig	LOC100506178
A_19_P00316371	-0.0475714285714286	0.7331641006910232	0.908609940368253	Not Sig	LOC100506178
A_19_P00316375	-0.7359285714285715	0.0007851805002005	0.0421255485087651	Down	XLOC_006702
A_19_P00316396	0.2586428571428572	0.0385971431380787	0.2857336695229379	Not Sig	Q8NDX4
A_19_P00316398	0.2132142857142858	0.0140581754559193	0.1707970457462887	Not Sig	Q8NDX4
A_19_P00316401	-0.093928571428572	0.8142684002282384	0.9399527474324196	Not Sig	XLOC_007052
A_19_P00316404	0.3663571428571446	0.0001086508819838	0.0179356303452904	Up	C17orf51
A_19_P00316405	0.357857142857144	0.0004851037883922	0.0343026425988036	Up	C17orf51
A_19_P00316415	-0.2940714285714287	0.0284594556454902	0.245604872810725	Not Sig	Q8LKN9
A_19_P00316419	0.2365000000000012	0.3267250141462249	0.6916944336133343	Not Sig	SNHG5
A_19_P00316423	0.0122142857142861	0.8269480317079472	0.9449616370306696	Not Sig	LOC646808
A_19_P00316427	-0.1127142857142853	0.5313742046861244	0.8088611115433898	Not Sig	CDKN2B-AS
A_19_P00316453	-0.3389999999999986	0.0068326701698154	0.1194972608878217	Down	P39194
