Gene	log2FC	pvalue	FDR	direction
A_19_P00316512	-0.627071428571429	0.014900376645615842	0.17593208352356185	Down
A_19_P00316516	0.10842857142857176	0.41151698237207646	0.7414027462751654	Not Sig
A_19_P00316528	-0.07378571428571323	0.49422229156775543	0.7886110785904838	Not Sig
A_19_P00316533	0.04992857142856888	0.47250477892380593	0.7773839022815712	Not Sig
A_19_P00316538	0.3067857142857142	0.0749135690773915	0.3933072545835439	Not Sig
A_19_P00316541	0.22692857142856937	0.3580868730577493	0.7121409327750938	Not Sig
A_19_P00316544	-0.03542857142857159	0.8620420421253634	0.9580030517577893	Not Sig
A_19_P00316547	0.2248571428571431	0.1533229805079016	0.5289623405021976	Not Sig
A_19_P00316557	0.08335714285714269	0.34456905838382507	0.7032211317575665	Not Sig
A_19_P00316564	0.16664285714285754	0.29594596465563366	0.6703056409099291	Not Sig
A_19_P00316565	-0.029999999999999805	0.8663933629290747	0.9595032262700398	Not Sig
A_19_P00316602	0.3790714285714296	0.045737494494252184	0.3104061908746898	Up
A_19_P00316622	-0.2375000000000007	0.4671108181601587	0.7739066260276332	Not Sig
A_19_P00316624	-0.2740714285714265	0.015009953625788598	0.17630347152163234	Not Sig
A_19_P00316625	0.1370714285714305	0.08926058536377354	0.42371398782355857	Not Sig
A_19_P00316629	-0.2501428571428548	0.09810968560442618	0.44239102656449797	Not Sig
A_19_P00316657	-0.10557142857142843	0.4491155128622637	0.7636272675636152	Not Sig
