Gene	log2FC	pvalue	FDR	direction	Symbol
200697_at	0.1491819773564717	0.4334334425409139	0.9990466365428996	Not Sig	HK1
200698_at	0.1337837386217106	0.4284252174026348	0.9990466365428996	Not Sig	KDELR2
200699_at	0.3163948468646191	0.3001294479549503	0.9990466365428996	Not Sig	KDELR2
200700_s_at	0.038819642463368	0.8368024371839206	0.9990466365428996	Not Sig	KDELR2
200701_at	-0.0008333855499138	0.9959137184359814	0.9995477718534194	Not Sig	NPC2
200702_s_at	-0.0028594981793164	0.9918720359548444	0.9995477718534194	Not Sig	DDX24
200703_at	-0.1727255069323661	0.2575100356318852	0.9990466365428996	Not Sig	DYNLL1
200704_at	0.0751452219953314	0.4276663934310265	0.9990466365428996	Not Sig	LITAF
200705_s_at	0.0077624634084187	0.9074559909178208	0.9990466365428996	Not Sig	EEF1B2
200706_s_at	0.1449355952141502	0.5971632955816282	0.9990466365428996	Not Sig	LITAF
200707_at	-0.2986545654833819	0.6060743128177809	0.9990466365428996	Not Sig	PRKCSH
200708_at	0.2878645288781944	0.2297917542106535	0.9952193691000016	Not Sig	GOT2
200709_at	-0.1898666178334505	0.0080915303731636	0.3305118716322583	Not Sig	FKBP1A
200710_at	-0.2384611792508657	0.4307761754369606	0.9990466365428996	Not Sig	ACADVL
200711_s_at	-0.0030761944830199	0.9571966267206402	0.9990466365428996	Not Sig	SKP1
200712_s_at	-0.1953940714589945	0.5957675618486562	0.9990466365428996	Not Sig	MAPRE1
200713_s_at	0.0664725636289187	0.7028620744715787	0.9990466365428996	Not Sig	MAPRE1
200714_x_at	0.2553075026364446	0.022905525394023	0.5167577156062648	Not Sig	OS9
200715_x_at	0.0762992303378968	0.5099565486397	0.9990466365428996	Not Sig	RPL13A
200716_x_at	0.0053884650546844	0.9632080452001996	0.9990466365428996	Not Sig	RPL13A
200717_x_at	0.0257495442810693	0.7952309836181395	0.9990466365428996	Not Sig	RPL7
200718_s_at	0.061344606160997	0.5937158443053673	0.9990466365428996	Not Sig	SKP1
200719_at	0.3636687060172043	0.2642637361270544	0.9990466365428996	Not Sig	SKP1
200720_s_at	-0.1405222928297433	0.4988338652464768	0.9990466365428996	Not Sig	ACTR1A
200721_s_at	0.0732186990537115	0.8040067388956395	0.9990466365428996	Not Sig	ACTR1A
200722_s_at	-0.1052143533927347	0.6815756190756236	0.9990466365428996	Not Sig	CAPRIN1
200723_s_at	0.1091342276836204	0.4385417909012462	0.9990466365428996	Not Sig	CAPRIN1
200725_x_at	-0.0365007053570067	0.7940341289915642	0.9990466365428996	Not Sig	RPL10
200726_at	0.1182849665295346	0.2818384973307677	0.9990466365428996	Not Sig	PPP1CC
200727_s_at	-0.2484341764411102	0.6229228511009354	0.9990466365428996	Not Sig	ACTR2
200728_at	0.1357407015646536	0.4967988187273717	0.9990466365428996	Not Sig	ACTR2
200729_s_at	0.0739694807612352	0.6238266326633217	0.9990466365428996	Not Sig	ACTR2
200730_s_at	-0.9939942570701216	0.013859948556866	0.4130523130525231	Down	PTP4A1
200731_s_at	-0.5685199085530117	0.0121344591233547	0.3891499929172516	Down	PTP4A1
200732_s_at	-0.2312433597689613	0.0825164815091313	0.7944075422396419	Not Sig	PTP4A1
200733_s_at	-0.5394812963989253	0.0453812439186918	0.6761850249839256	Down	PTP4A1
200734_s_at	0.0353052402652069	0.8773307792793588	0.9990466365428996	Not Sig	ARF3
200735_x_at	0.1506150237040149	0.1833948235480073	0.9611835597441568	Not Sig	NACA
200736_s_at	0.1710855008144376	0.5138312590843237	0.9990466365428996	Not Sig	GPX1
200737_at	0.1052874272893227	0.5360368772160146	0.9990466365428996	Not Sig	PGK1
200738_s_at	0.0654758794560876	0.617465527548895	0.9990466365428996	Not Sig	PGK1
200739_s_at	-0.1575250391594469	0.5531206144946793	0.9990466365428996	Not Sig	SUMO3
200740_s_at	0.2663896863975417	0.3535637769703991	0.9990466365428996	Not Sig	SUMO3
200741_s_at	0.0340031672064125	0.6964308877348576	0.9990466365428996	Not Sig	RPS27
200742_s_at	0.0504038851385839	0.8423203656729763	0.9990466365428996	Not Sig	TPP1
200743_s_at	0.2898837818693529	0.0881390234618244	0.8104173703683908	Not Sig	TPP1
200744_s_at	-0.3510489101215555	0.3286481900144546	0.9990466365428996	Not Sig	GNB1
200745_s_at	-0.1254939180671233	0.5907978393146898	0.9990466365428996	Not Sig	GNB1
200746_s_at	-0.0286865405739646	0.873869663263753	0.9990466365428996	Not Sig	GNB1
200747_s_at	-0.2468284523263619	0.3448223707716537	0.9990466365428996	Not Sig	NUMA1
200748_s_at	0.0197448010659719	0.9071291974313768	0.9990466365428996	Not Sig	FTH1
200749_at	0.2184223874321977	0.4258073329485702	0.9990466365428996	Not Sig	RAN
200750_s_at	-0.1187446242528427	0.601625244073091	0.9990466365428996	Not Sig	RAN
200751_s_at	-0.2178208100473853	0.5668596922483264	0.9990466365428996	Not Sig	HNRNPC
200752_s_at	-0.150617391644154	0.7404273484421832	0.9990466365428996	Not Sig	CAPN1
