Gene	log2FC	pvalue	FDR	direction
200612_s_at	0.3949471326368865	0.2959555675871317	0.9990466365428997	Not Sig
200613_at	0.021988266821505675	0.9479075313262673	0.9990466365428997	Not Sig
200614_at	0.06907947996053387	0.1939645516426195	0.9695513634619634	Not Sig
200615_s_at	0.2838219111952256	0.01983012024791417	0.4894364621034415	Not Sig
200616_s_at	-0.08335291221972341	0.8061044199910136	0.9990466365428997	Not Sig
200617_at	0.14075440959407093	0.6487995490408688	0.9990466365428997	Not Sig
200618_at	0.2811584054807419	0.26513879287974923	0.9990466365428997	Not Sig
200619_at	-0.04690473837223763	0.6505783406208344	0.9990466365428997	Not Sig
200620_at	0.08910348323960093	0.7313710653894337	0.9990466365428997	Not Sig
200621_at	-0.14546102295485674	0.36269392007884643	0.9990466365428997	Not Sig
200622_x_at	-0.12745170558938135	0.4093280022954948	0.9990466365428997	Not Sig
200623_s_at	0.004855026814261976	0.9697319908493168	0.9990466365428997	Not Sig
200624_s_at	0.10459446394045635	0.6139069735336526	0.9990466365428997	Not Sig
200625_s_at	-0.3652870761780598	0.002754606090045859	0.1843855437761063	Down
200626_s_at	0.08532337659151779	0.6911286283730733	0.9990466365428997	Not Sig
200627_at	0.1691107347451659	0.31448158198151605	0.9990466365428997	Not Sig
200629_at	0.45918170608072106	0.09964877478778018	0.8421268350804367	Not Sig
200630_x_at	0.016882387543637023	0.9733152201954886	0.9990466365428997	Not Sig
200631_s_at	0.053797196963794036	0.4663731619593265	0.9990466365428997	Not Sig
200632_s_at	-0.1813086440684799	0.03946827922789404	0.6350623692306511	Not Sig
200633_at	-0.05332874903222873	0.45368730157442017	0.9990466365428997	Not Sig
200634_at	0.11776182813197345	0.4589900731798568	0.9990466365428997	Not Sig
200635_s_at	-0.5577638948692147	0.19915269380415404	0.9770054198970972	Not Sig
200636_s_at	-0.2714614358803207	0.12884030513193756	0.9032047469443546	Not Sig
200637_s_at	-0.49452649508658464	0.5028369736536095	0.9990466365428997	Not Sig
200638_s_at	-0.21356444706651878	0.20966364239159338	0.9847922203951486	Not Sig
200639_s_at	-0.06823164404621451	0.5925020144980133	0.9990466365428997	Not Sig
200640_at	-0.11821103428105317	0.3815226328744187	0.9990466365428997	Not Sig
200641_s_at	-0.47424013440148194	0.16628869279055722	0.9462803912397866	Not Sig
200642_at	-0.05416680328019474	0.7381776828281741	0.9990466365428997	Not Sig
200643_at	-0.11969593511556731	0.6949177033743926	0.9990466365428997	Not Sig
200644_at	-0.6534850233484715	0.049980105549498645	0.6878978184050728	Down
200645_at	-0.05956543691340066	0.697806414480609	0.9990466365428997	Not Sig
200646_s_at	0.15354096555023045	0.7779073063538837	0.9990466365428997	Not Sig
200647_x_at	-0.009191402048193353	0.9724805610156088	0.9990466365428997	Not Sig
200648_s_at	-0.576652438462494	0.227015083509629	0.9943294492092185	Not Sig
200649_at	0.43028044889696915	0.35644917553457167	0.9990466365428997	Not Sig
200650_s_at	0.1625179245032342	0.04685412746945456	0.6791674124777604	Not Sig
200651_at	0.06846986622318774	0.591594007979157	0.9990466365428997	Not Sig
200652_at	0.24526478281748787	0.29762985610722625	0.9990466365428997	Not Sig
200653_s_at	0.21104768386197215	0.04152326575636396	0.6529827216422057	Not Sig
200654_at	0.11755240557891433	0.4066277311801405	0.9990466365428997	Not Sig
200655_s_at	0.04444903442027481	0.7667758571435112	0.9990466365428997	Not Sig
200656_s_at	-0.09116359213758507	0.8506686197172295	0.9990466365428997	Not Sig
200657_at	0.09012473847610636	0.534260207445248	0.9990466365428997	Not Sig
200658_s_at	0.041240761807952	0.8968532003271454	0.9990466365428997	Not Sig
