ID_REF	GSM1627296	GSM1627297	GSM1627298	GSM1627299	GSM1627300	GSM1627301
ILMN_1652291	5.752110298	5.704628935	5.764010488	5.470828536	5.703532805	5.638538657
ILMN_1652297	5.9736117	5.858915843	5.930095458	5.867394346	5.876324135	6.140181341
ILMN_1652300	6.309925066	6.225093152	6.243549475	6.131358376	6.121535137	6.127121799
ILMN_1652306	6.946858248	6.964724438	6.831005867	6.741396271	6.611396266	6.796789814
ILMN_1652309	6.540816744	6.421665363	6.384476645	7.122488812	6.875055025	7.174455608
ILMN_1652313	6.632517779	6.711106139	6.800076667	6.951237813	6.861615363	6.676319709
ILMN_1652314	5.805245971	5.858915843	6.125485694	5.570354213	5.811409737	5.777499852
ILMN_1652319	5.978793837	5.951598156	6.112702207	6.185791743	6.007639528	5.848899325
ILMN_1652331	6.432426174	6.414867901	6.454402299	6.463123587	6.344372749	6.40004946
ILMN_1652333	9.810339236	9.730736586	9.634941674	9.815643447	9.760554856	9.603597632
ILMN_1652342	5.579273063	5.516301876	5.741739826	5.891606884	5.55175393	5.909352771
ILMN_1652343	5.859987541	6.036936896	5.792927864	5.901176073	5.603545072	5.618014044
ILMN_1652348	6.063724203	5.818162818	5.925462359	5.934806762	6.150344864	6.168555437
ILMN_1652357	9.073662113	9.261912001	9.255908895	8.686522236	8.747489649	8.876691945
ILMN_1652365	5.441302458	5.361590666	5.467428141	5.57611372	5.50338031	5.366509923
ILMN_1652366	5.836307346	5.883923366	5.705529694	5.660942788	5.917601455	5.678447253
ILMN_1652368	5.529557232	5.63281531	5.720103088	5.511884167	5.811409737	5.557469336
ILMN_1652369	6.285433756	6.478611683	6.147219052	5.964416592	5.977235416	6.074526563
ILMN_1652371	5.680801846	5.417561458	5.582414245	5.633181745	5.572698974	5.522728123
ILMN_1652376	5.414725895	5.333405915	5.229762545	5.348457433	5.248640554	5.362777864
ILMN_1652378	8.200785986	7.783868503	7.964010938	7.198545803	7.367363796	6.980891648
ILMN_1652379	10.26563455	10.29698427	10.28443777	9.11240989	9.465775443	9.422382472
ILMN_1652381	6.234705673	6.196980695	5.966523555	6.558582993	6.316171396	6.329642981
ILMN_1652392	5.876324135	5.440940232	5.792927864	5.700110347	5.58076575	5.42143089
ILMN_1652394	9.225986488	9.227611685	9.366375752	9.602720747	9.629758964	9.597478138
ILMN_1652397	5.429572104	5.273272583	5.214882385	5.387792092	5.150929523	5.47569598
ILMN_1652407	7.703120532	7.627018082	7.741489639	8.075634899	8.226614667	8.043204809
